reading_id,room_id,submitted_by,reading_value_kwh,previous_reading_value_kwh,usage_delta_kwh,reading_period_start,reading_period_end,submitted_at,source,verification_status
READ-2015-W51-R-104,R-104,dewi.lestari@ampera.local,938.9690,799.8170,139.1520,2015-12-14T00:00:00Z,2015-12-20T23:00:00Z,2015-12-20T23:00:00Z,seed_dataset,verified
READ-2015-W52-R-104,R-104,dewi.lestari@ampera.local,1056.1570,938.9690,117.1880,2015-12-21T00:00:00Z,2015-12-27T23:00:00Z,2015-12-27T23:00:00Z,seed_dataset,verified
READ-2015-W53-R-104,R-104,dewi.lestari@ampera.local,1223.0570,1056.1570,166.9000,2015-12-28T00:00:00Z,2016-01-03T23:00:00Z,2016-01-03T23:00:00Z,seed_dataset,verified
READ-2016-W01-R-104,R-104,dewi.lestari@ampera.local,1382.4240,1223.0570,159.3670,2016-01-04T00:00:00Z,2016-01-10T23:00:00Z,2016-01-10T23:00:00Z,seed_dataset,verified
READ-2016-W02-R-104,R-104,dewi.lestari@ampera.local,1552.8420,1382.4240,170.4180,2016-01-11T00:00:00Z,2016-01-17T23:00:00Z,2016-01-17T23:00:00Z,seed_dataset,verified
READ-2016-W03-R-104,R-104,dewi.lestari@ampera.local,1739.4020,1552.8420,186.5600,2016-01-18T00:00:00Z,2016-01-24T23:00:00Z,2016-01-24T23:00:00Z,seed_dataset,verified
READ-2016-W04-R-104,R-104,dewi.lestari@ampera.local,1868.6870,1739.4020,129.2850,2016-01-25T00:00:00Z,2016-01-31T23:00:00Z,2016-01-31T23:00:00Z,seed_dataset,verified
READ-2016-W05-R-104,R-104,dewi.lestari@ampera.local,1990.8970,1868.6870,122.2100,2016-02-01T00:00:00Z,2016-02-07T23:00:00Z,2016-02-07T23:00:00Z,seed_dataset,verified
READ-2016-W06-R-104,R-104,dewi.lestari@ampera.local,2114.1920,1990.8970,123.2950,2016-02-08T00:00:00Z,2016-02-14T23:00:00Z,2016-02-14T23:00:00Z,seed_dataset,verified
READ-2016-W07-R-104,R-104,dewi.lestari@ampera.local,2261.4320,2114.1920,147.2400,2016-02-15T00:00:00Z,2016-02-21T23:00:00Z,2016-02-21T23:00:00Z,seed_dataset,verified
READ-2016-W08-R-104,R-104,dewi.lestari@ampera.local,2367.5320,2261.4320,106.1000,2016-02-22T00:00:00Z,2016-02-28T23:00:00Z,2016-02-28T23:00:00Z,seed_dataset,verified
READ-2016-W09-R-104,R-104,dewi.lestari@ampera.local,2512.2390,2367.5320,144.7070,2016-02-29T00:00:00Z,2016-03-06T23:00:00Z,2016-03-06T23:00:00Z,seed_dataset,verified
READ-2016-W10-R-104,R-104,dewi.lestari@ampera.local,2615.7770,2512.2390,103.5380,2016-03-07T00:00:00Z,2016-03-13T23:00:00Z,2016-03-13T23:00:00Z,seed_dataset,verified
READ-2016-W11-R-104,R-104,dewi.lestari@ampera.local,2696.1990,2615.7770,80.4220,2016-03-14T00:00:00Z,2016-03-20T23:00:00Z,2016-03-20T23:00:00Z,seed_dataset,verified
READ-2016-W12-R-104,R-104,dewi.lestari@ampera.local,2775.4750,2696.1990,79.2760,2016-03-21T00:00:00Z,2016-03-27T23:00:00Z,2016-03-27T23:00:00Z,seed_dataset,verified
READ-2016-W13-R-104,R-104,dewi.lestari@ampera.local,2809.2290,2775.4750,33.7540,2016-03-28T00:00:00Z,2016-04-03T23:00:00Z,2016-04-03T23:00:00Z,seed_dataset,verified
READ-2016-W14-R-104,R-104,dewi.lestari@ampera.local,2849.7010,2809.2290,40.4720,2016-04-04T00:00:00Z,2016-04-10T23:00:00Z,2016-04-10T23:00:00Z,seed_dataset,verified
READ-2016-W15-R-104,R-104,dewi.lestari@ampera.local,2878.9320,2849.7010,29.2310,2016-04-11T00:00:00Z,2016-04-17T23:00:00Z,2016-04-17T23:00:00Z,seed_dataset,verified
READ-2016-W16-R-104,R-104,dewi.lestari@ampera.local,2920.2460,2878.9320,41.3140,2016-04-18T00:00:00Z,2016-04-24T23:00:00Z,2016-04-24T23:00:00Z,seed_dataset,verified
READ-2016-W17-R-104,R-104,dewi.lestari@ampera.local,2977.2450,2920.2460,56.9990,2016-04-25T00:00:00Z,2016-05-01T23:00:00Z,2016-05-01T23:00:00Z,seed_dataset,verified
READ-2016-W18-R-104,R-104,dewi.lestari@ampera.local,3000.9940,2977.2450,23.7490,2016-05-02T00:00:00Z,2016-05-08T23:00:00Z,2016-05-08T23:00:00Z,seed_dataset,verified
READ-2016-W19-R-104,R-104,dewi.lestari@ampera.local,3032.0390,3000.9940,31.0450,2016-05-09T00:00:00Z,2016-05-15T23:00:00Z,2016-05-15T23:00:00Z,seed_dataset,verified
READ-2016-W20-R-104,R-104,dewi.lestari@ampera.local,3045.5910,3032.0390,13.5520,2016-05-16T00:00:00Z,2016-05-22T23:00:00Z,2016-05-22T23:00:00Z,seed_dataset,verified
READ-2016-W21-R-104,R-104,dewi.lestari@ampera.local,3068.0550,3045.5910,22.4640,2016-05-23T00:00:00Z,2016-05-29T23:00:00Z,2016-05-29T23:00:00Z,seed_dataset,verified
READ-2016-W22-R-104,R-104,dewi.lestari@ampera.local,3087.9640,3068.0550,19.9090,2016-05-30T00:00:00Z,2016-06-05T23:00:00Z,2016-06-05T23:00:00Z,seed_dataset,verified
READ-2016-W23-R-104,R-104,dewi.lestari@ampera.local,3110.0030,3087.9640,22.0390,2016-06-06T00:00:00Z,2016-06-12T23:00:00Z,2016-06-12T23:00:00Z,seed_dataset,verified
READ-2016-W24-R-104,R-104,dewi.lestari@ampera.local,3135.2650,3110.0030,25.2620,2016-06-13T00:00:00Z,2016-06-19T23:00:00Z,2016-06-19T23:00:00Z,seed_dataset,verified
READ-2016-W25-R-104,R-104,dewi.lestari@ampera.local,3153.6550,3135.2650,18.3900,2016-06-20T00:00:00Z,2016-06-26T23:00:00Z,2016-06-26T23:00:00Z,seed_dataset,verified
READ-2016-W26-R-104,R-104,dewi.lestari@ampera.local,3175.9440,3153.6550,22.2890,2016-06-27T00:00:00Z,2016-07-03T23:00:00Z,2016-07-03T23:00:00Z,seed_dataset,verified
READ-2016-W27-R-104,R-104,dewi.lestari@ampera.local,3192.7450,3175.9440,16.8010,2016-07-04T00:00:00Z,2016-07-10T23:00:00Z,2016-07-10T23:00:00Z,seed_dataset,verified
READ-2016-W28-R-104,R-104,dewi.lestari@ampera.local,3212.8610,3192.7450,20.1160,2016-07-11T00:00:00Z,2016-07-17T23:00:00Z,2016-07-17T23:00:00Z,seed_dataset,verified
READ-2016-W29-R-104,R-104,dewi.lestari@ampera.local,3231.8650,3212.8610,19.0040,2016-07-18T00:00:00Z,2016-07-24T23:00:00Z,2016-07-24T23:00:00Z,seed_dataset,verified
READ-2016-W30-R-104,R-104,dewi.lestari@ampera.local,3255.9070,3231.8650,24.0420,2016-07-25T00:00:00Z,2016-07-31T23:00:00Z,2016-07-31T23:00:00Z,seed_dataset,verified
READ-2016-W31-R-104,R-104,dewi.lestari@ampera.local,3274.3140,3255.9070,18.4070,2016-08-01T00:00:00Z,2016-08-07T23:00:00Z,2016-08-07T23:00:00Z,seed_dataset,verified
READ-2016-W32-R-104,R-104,dewi.lestari@ampera.local,3295.3930,3274.3140,21.0790,2016-08-08T00:00:00Z,2016-08-14T23:00:00Z,2016-08-14T23:00:00Z,seed_dataset,verified
READ-2016-W33-R-104,R-104,dewi.lestari@ampera.local,3312.5590,3295.3930,17.1660,2016-08-15T00:00:00Z,2016-08-21T23:00:00Z,2016-08-21T23:00:00Z,seed_dataset,verified
READ-2016-W34-R-104,R-104,dewi.lestari@ampera.local,3326.4840,3312.5590,13.9250,2016-08-22T00:00:00Z,2016-08-28T23:00:00Z,2016-08-28T23:00:00Z,seed_dataset,verified
READ-2016-W35-R-104,R-104,dewi.lestari@ampera.local,3352.3000,3326.4840,25.8160,2016-08-29T00:00:00Z,2016-09-04T23:00:00Z,2016-09-04T23:00:00Z,seed_dataset,verified
READ-2016-W36-R-104,R-104,dewi.lestari@ampera.local,3375.2250,3352.3000,22.9250,2016-09-05T00:00:00Z,2016-09-11T23:00:00Z,2016-09-11T23:00:00Z,seed_dataset,verified
READ-2016-W37-R-104,R-104,dewi.lestari@ampera.local,3410.8040,3375.2250,35.5790,2016-09-12T00:00:00Z,2016-09-18T23:00:00Z,2016-09-18T23:00:00Z,seed_dataset,verified
READ-2016-W38-R-104,R-104,dewi.lestari@ampera.local,3438.0930,3410.8040,27.2890,2016-09-19T00:00:00Z,2016-09-25T23:00:00Z,2016-09-25T23:00:00Z,seed_dataset,verified
READ-2016-W39-R-104,R-104,dewi.lestari@ampera.local,3467.0180,3438.0930,28.9250,2016-09-26T00:00:00Z,2016-10-02T23:00:00Z,2016-10-02T23:00:00Z,seed_dataset,verified
READ-2016-W40-R-104,R-104,dewi.lestari@ampera.local,3509.6490,3467.0180,42.6310,2016-10-03T00:00:00Z,2016-10-09T23:00:00Z,2016-10-09T23:00:00Z,seed_dataset,verified
READ-2016-W41-R-104,R-104,dewi.lestari@ampera.local,3577.8180,3509.6490,68.1690,2016-10-10T00:00:00Z,2016-10-16T23:00:00Z,2016-10-16T23:00:00Z,seed_dataset,verified
READ-2016-W42-R-104,R-104,dewi.lestari@ampera.local,3649.1900,3577.8180,71.3720,2016-10-17T00:00:00Z,2016-10-23T23:00:00Z,2016-10-23T23:00:00Z,seed_dataset,verified
READ-2016-W43-R-104,R-104,dewi.lestari@ampera.local,3723.4820,3649.1900,74.2920,2016-10-24T00:00:00Z,2016-10-30T23:00:00Z,2016-10-30T23:00:00Z,seed_dataset,verified
READ-2016-W44-R-104,R-104,dewi.lestari@ampera.local,3804.5960,3723.4820,81.1140,2016-10-31T00:00:00Z,2016-11-06T23:00:00Z,2016-11-06T23:00:00Z,seed_dataset,verified
READ-2016-W45-R-104,R-104,dewi.lestari@ampera.local,3945.4240,3804.5960,140.8280,2016-11-07T00:00:00Z,2016-11-13T23:00:00Z,2016-11-13T23:00:00Z,seed_dataset,verified
READ-2016-W46-R-104,R-104,dewi.lestari@ampera.local,4099.1120,3945.4240,153.6880,2016-11-14T00:00:00Z,2016-11-20T23:00:00Z,2016-11-20T23:00:00Z,seed_dataset,verified
READ-2016-W47-R-104,R-104,dewi.lestari@ampera.local,4248.4680,4099.1120,149.3560,2016-11-21T00:00:00Z,2016-11-27T23:00:00Z,2016-11-27T23:00:00Z,seed_dataset,verified
READ-2016-W48-R-104,R-104,dewi.lestari@ampera.local,4378.5910,4248.4680,130.1230,2016-11-28T00:00:00Z,2016-12-04T23:00:00Z,2016-12-04T23:00:00Z,seed_dataset,verified
READ-2016-W49-R-104,R-104,dewi.lestari@ampera.local,4570.1120,4378.5910,191.5210,2016-12-05T00:00:00Z,2016-12-11T23:00:00Z,2016-12-11T23:00:00Z,seed_dataset,verified
READ-2016-W50-R-104,R-104,dewi.lestari@ampera.local,4758.3720,4570.1120,188.2600,2016-12-12T00:00:00Z,2016-12-18T23:00:00Z,2016-12-18T23:00:00Z,seed_dataset,verified
READ-2016-W51-R-104,R-104,dewi.lestari@ampera.local,4943.5960,4758.3720,185.2240,2016-12-19T00:00:00Z,2016-12-25T23:00:00Z,2016-12-25T23:00:00Z,seed_dataset,verified
READ-2016-W52-R-104,R-104,dewi.lestari@ampera.local,5099.4020,4943.5960,155.8060,2016-12-26T00:00:00Z,2017-01-01T23:00:00Z,2017-01-01T23:00:00Z,seed_dataset,verified
READ-2017-W01-R-104,R-104,dewi.lestari@ampera.local,5347.4060,5099.4020,248.0040,2017-01-02T00:00:00Z,2017-01-08T23:00:00Z,2017-01-08T23:00:00Z,seed_dataset,verified
READ-2017-W02-R-104,R-104,dewi.lestari@ampera.local,5563.4040,5347.4060,215.9980,2017-01-09T00:00:00Z,2017-01-15T23:00:00Z,2017-01-15T23:00:00Z,seed_dataset,verified
READ-2017-W03-R-104,R-104,dewi.lestari@ampera.local,5828.7740,5563.4040,265.3700,2017-01-16T00:00:00Z,2017-01-22T23:00:00Z,2017-01-22T23:00:00Z,seed_dataset,verified
READ-2017-W04-R-104,R-104,dewi.lestari@ampera.local,6076.8140,5828.7740,248.0400,2017-01-23T00:00:00Z,2017-01-29T23:00:00Z,2017-01-29T23:00:00Z,seed_dataset,verified
READ-2017-W05-R-104,R-104,dewi.lestari@ampera.local,6257.4230,6076.8140,180.6090,2017-01-30T00:00:00Z,2017-02-05T23:00:00Z,2017-02-05T23:00:00Z,seed_dataset,verified
READ-2017-W06-R-104,R-104,dewi.lestari@ampera.local,6413.5620,6257.4230,156.1390,2017-02-06T00:00:00Z,2017-02-12T23:00:00Z,2017-02-12T23:00:00Z,seed_dataset,verified
READ-2017-W07-R-104,R-104,dewi.lestari@ampera.local,6562.0640,6413.5620,148.5020,2017-02-13T00:00:00Z,2017-02-19T23:00:00Z,2017-02-19T23:00:00Z,seed_dataset,verified
READ-2017-W08-R-104,R-104,dewi.lestari@ampera.local,6682.6870,6562.0640,120.6230,2017-02-20T00:00:00Z,2017-02-26T23:00:00Z,2017-02-26T23:00:00Z,seed_dataset,verified
READ-2017-W09-R-104,R-104,dewi.lestari@ampera.local,6782.7570,6682.6870,100.0700,2017-02-27T00:00:00Z,2017-03-05T23:00:00Z,2017-03-05T23:00:00Z,seed_dataset,verified
READ-2017-W10-R-104,R-104,dewi.lestari@ampera.local,6885.5540,6782.7570,102.7970,2017-03-06T00:00:00Z,2017-03-12T23:00:00Z,2017-03-12T23:00:00Z,seed_dataset,verified
READ-2017-W11-R-104,R-104,dewi.lestari@ampera.local,6980.9390,6885.5540,95.3850,2017-03-13T00:00:00Z,2017-03-19T23:00:00Z,2017-03-19T23:00:00Z,seed_dataset,verified
READ-2017-W12-R-104,R-104,dewi.lestari@ampera.local,7041.5820,6980.9390,60.6430,2017-03-20T00:00:00Z,2017-03-26T23:00:00Z,2017-03-26T23:00:00Z,seed_dataset,verified
READ-2017-W13-R-104,R-104,dewi.lestari@ampera.local,7066.5100,7041.5820,24.9280,2017-03-27T00:00:00Z,2017-04-02T23:00:00Z,2017-04-02T23:00:00Z,seed_dataset,verified
READ-2017-W14-R-104,R-104,dewi.lestari@ampera.local,7092.9490,7066.5100,26.4390,2017-04-03T00:00:00Z,2017-04-09T23:00:00Z,2017-04-09T23:00:00Z,seed_dataset,verified
READ-2017-W15-R-104,R-104,dewi.lestari@ampera.local,7131.7060,7092.9490,38.7570,2017-04-10T00:00:00Z,2017-04-16T23:00:00Z,2017-04-16T23:00:00Z,seed_dataset,verified
READ-2017-W16-R-104,R-104,dewi.lestari@ampera.local,7195.6690,7131.7060,63.9630,2017-04-17T00:00:00Z,2017-04-23T23:00:00Z,2017-04-23T23:00:00Z,seed_dataset,verified
READ-2017-W17-R-104,R-104,dewi.lestari@ampera.local,7267.4890,7195.6690,71.8200,2017-04-24T00:00:00Z,2017-04-30T23:00:00Z,2017-04-30T23:00:00Z,seed_dataset,verified
READ-2017-W18-R-104,R-104,dewi.lestari@ampera.local,7309.6590,7267.4890,42.1700,2017-05-01T00:00:00Z,2017-05-07T23:00:00Z,2017-05-07T23:00:00Z,seed_dataset,verified
READ-2017-W19-R-104,R-104,dewi.lestari@ampera.local,7344.5300,7309.6590,34.8710,2017-05-08T00:00:00Z,2017-05-14T23:00:00Z,2017-05-14T23:00:00Z,seed_dataset,verified
READ-2017-W20-R-104,R-104,dewi.lestari@ampera.local,7364.4630,7344.5300,19.9330,2017-05-15T00:00:00Z,2017-05-21T23:00:00Z,2017-05-21T23:00:00Z,seed_dataset,verified
READ-2017-W21-R-104,R-104,dewi.lestari@ampera.local,7388.9030,7364.4630,24.4400,2017-05-22T00:00:00Z,2017-05-28T23:00:00Z,2017-05-28T23:00:00Z,seed_dataset,verified
READ-2017-W22-R-104,R-104,dewi.lestari@ampera.local,7409.9450,7388.9030,21.0420,2017-05-29T00:00:00Z,2017-06-04T23:00:00Z,2017-06-04T23:00:00Z,seed_dataset,verified
READ-2017-W23-R-104,R-104,dewi.lestari@ampera.local,7424.7120,7409.9450,14.7670,2017-06-05T00:00:00Z,2017-06-11T23:00:00Z,2017-06-11T23:00:00Z,seed_dataset,verified
READ-2017-W24-R-104,R-104,dewi.lestari@ampera.local,7442.6870,7424.7120,17.9750,2017-06-12T00:00:00Z,2017-06-18T23:00:00Z,2017-06-18T23:00:00Z,seed_dataset,verified
READ-2017-W25-R-104,R-104,dewi.lestari@ampera.local,7463.6090,7442.6870,20.9220,2017-06-19T00:00:00Z,2017-06-25T23:00:00Z,2017-06-25T23:00:00Z,seed_dataset,verified
READ-2017-W26-R-104,R-104,dewi.lestari@ampera.local,7488.9630,7463.6090,25.3540,2017-06-26T00:00:00Z,2017-07-02T23:00:00Z,2017-07-02T23:00:00Z,seed_dataset,verified
READ-2017-W27-R-104,R-104,dewi.lestari@ampera.local,7512.7800,7488.9630,23.8170,2017-07-03T00:00:00Z,2017-07-09T23:00:00Z,2017-07-09T23:00:00Z,seed_dataset,verified
READ-2017-W28-R-104,R-104,dewi.lestari@ampera.local,7544.6330,7512.7800,31.8530,2017-07-10T00:00:00Z,2017-07-16T23:00:00Z,2017-07-16T23:00:00Z,seed_dataset,verified
READ-2017-W29-R-104,R-104,dewi.lestari@ampera.local,7567.5790,7544.6330,22.9460,2017-07-17T00:00:00Z,2017-07-23T23:00:00Z,2017-07-23T23:00:00Z,seed_dataset,verified
READ-2017-W30-R-104,R-104,dewi.lestari@ampera.local,7595.2050,7567.5790,27.6260,2017-07-24T00:00:00Z,2017-07-30T23:00:00Z,2017-07-30T23:00:00Z,seed_dataset,verified
READ-2017-W31-R-104,R-104,dewi.lestari@ampera.local,7621.0530,7595.2050,25.8480,2017-07-31T00:00:00Z,2017-08-06T23:00:00Z,2017-08-06T23:00:00Z,seed_dataset,verified
READ-2017-W32-R-104,R-104,dewi.lestari@ampera.local,7674.4970,7621.0530,53.4440,2017-08-07T00:00:00Z,2017-08-13T23:00:00Z,2017-08-13T23:00:00Z,seed_dataset,verified
READ-2017-W33-R-104,R-104,dewi.lestari@ampera.local,7702.5010,7674.4970,28.0040,2017-08-14T00:00:00Z,2017-08-20T23:00:00Z,2017-08-20T23:00:00Z,seed_dataset,verified
READ-2017-W34-R-104,R-104,dewi.lestari@ampera.local,7729.4010,7702.5010,26.9000,2017-08-21T00:00:00Z,2017-08-27T23:00:00Z,2017-08-27T23:00:00Z,seed_dataset,verified
READ-2017-W35-R-104,R-104,dewi.lestari@ampera.local,7759.4330,7729.4010,30.0320,2017-08-28T00:00:00Z,2017-09-03T23:00:00Z,2017-09-03T23:00:00Z,seed_dataset,verified
READ-2017-W36-R-104,R-104,dewi.lestari@ampera.local,7784.4550,7759.4330,25.0220,2017-09-04T00:00:00Z,2017-09-10T23:00:00Z,2017-09-10T23:00:00Z,seed_dataset,verified
READ-2017-W37-R-104,R-104,dewi.lestari@ampera.local,7817.5450,7784.4550,33.0900,2017-09-11T00:00:00Z,2017-09-17T23:00:00Z,2017-09-17T23:00:00Z,seed_dataset,verified
READ-2017-W38-R-104,R-104,dewi.lestari@ampera.local,7844.3350,7817.5450,26.7900,2017-09-18T00:00:00Z,2017-09-24T23:00:00Z,2017-09-24T23:00:00Z,seed_dataset,verified
READ-2017-W39-R-104,R-104,dewi.lestari@ampera.local,7877.1520,7844.3350,32.8170,2017-09-25T00:00:00Z,2017-10-01T23:00:00Z,2017-10-01T23:00:00Z,seed_dataset,verified
READ-2017-W40-R-104,R-104,dewi.lestari@ampera.local,7926.4010,7877.1520,49.2490,2017-10-02T00:00:00Z,2017-10-08T23:00:00Z,2017-10-08T23:00:00Z,seed_dataset,verified
READ-2017-W41-R-104,R-104,dewi.lestari@ampera.local,7966.5210,7926.4010,40.1200,2017-10-09T00:00:00Z,2017-10-15T23:00:00Z,2017-10-15T23:00:00Z,seed_dataset,verified
READ-2017-W42-R-104,R-104,dewi.lestari@ampera.local,8004.9040,7966.5210,38.3830,2017-10-16T00:00:00Z,2017-10-22T23:00:00Z,2017-10-22T23:00:00Z,seed_dataset,verified
READ-2017-W43-R-104,R-104,dewi.lestari@ampera.local,8085.3880,8004.9040,80.4840,2017-10-23T00:00:00Z,2017-10-29T23:00:00Z,2017-10-29T23:00:00Z,seed_dataset,verified
READ-2017-W44-R-104,R-104,dewi.lestari@ampera.local,8192.3820,8085.3880,106.9940,2017-10-30T00:00:00Z,2017-11-05T23:00:00Z,2017-11-05T23:00:00Z,seed_dataset,verified
READ-2017-W45-R-104,R-104,dewi.lestari@ampera.local,8369.6330,8192.3820,177.2510,2017-11-06T00:00:00Z,2017-11-12T23:00:00Z,2017-11-12T23:00:00Z,seed_dataset,verified
READ-2017-W46-R-104,R-104,dewi.lestari@ampera.local,8522.1700,8369.6330,152.5370,2017-11-13T00:00:00Z,2017-11-19T23:00:00Z,2017-11-19T23:00:00Z,seed_dataset,verified
READ-2017-W47-R-104,R-104,dewi.lestari@ampera.local,8695.0680,8522.1700,172.8980,2017-11-20T00:00:00Z,2017-11-26T23:00:00Z,2017-11-26T23:00:00Z,seed_dataset,verified
READ-2017-W48-R-104,R-104,dewi.lestari@ampera.local,8847.6060,8695.0680,152.5380,2017-11-27T00:00:00Z,2017-12-03T23:00:00Z,2017-12-03T23:00:00Z,seed_dataset,verified
READ-2017-W49-R-104,R-104,dewi.lestari@ampera.local,9003.1730,8847.6060,155.5670,2017-12-04T00:00:00Z,2017-12-10T23:00:00Z,2017-12-10T23:00:00Z,seed_dataset,verified
READ-2017-W50-R-104,R-104,dewi.lestari@ampera.local,9158.7410,9003.1730,155.5680,2017-12-11T00:00:00Z,2017-12-17T23:00:00Z,2017-12-17T23:00:00Z,seed_dataset,verified
READ-2017-W51-R-104,R-104,dewi.lestari@ampera.local,9314.3080,9158.7410,155.5670,2017-12-18T00:00:00Z,2017-12-24T23:00:00Z,2017-12-24T23:00:00Z,seed_dataset,verified
READ-2017-W52-R-104,R-104,dewi.lestari@ampera.local,9469.8760,9314.3080,155.5680,2017-12-25T00:00:00Z,2017-12-31T23:00:00Z,2017-12-31T23:00:00Z,seed_dataset,verified
READ-2018-W01-R-104,R-104,dewi.lestari@ampera.local,9625.4440,9469.8760,155.5680,2018-01-01T00:00:00Z,2018-01-07T23:00:00Z,2018-01-07T23:00:00Z,seed_dataset,verified
READ-2018-W02-R-104,R-104,dewi.lestari@ampera.local,9781.0110,9625.4440,155.5670,2018-01-08T00:00:00Z,2018-01-14T23:00:00Z,2018-01-14T23:00:00Z,seed_dataset,verified
READ-2018-W03-R-104,R-104,dewi.lestari@ampera.local,9936.5790,9781.0110,155.5680,2018-01-15T00:00:00Z,2018-01-21T23:00:00Z,2018-01-21T23:00:00Z,seed_dataset,verified
READ-2018-W04-R-104,R-104,dewi.lestari@ampera.local,10092.1460,9936.5790,155.5670,2018-01-22T00:00:00Z,2018-01-28T23:00:00Z,2018-01-28T23:00:00Z,seed_dataset,verified
READ-2018-W05-R-104,R-104,dewi.lestari@ampera.local,10247.0340,10092.1460,154.8880,2018-01-29T00:00:00Z,2018-02-04T23:00:00Z,2018-02-04T23:00:00Z,seed_dataset,verified
READ-2015-W44-R-105,R-105,andi.wijaya@ampera.local,41.7250,0.0000,41.7250,2015-10-26T11:00:00Z,2015-11-01T23:00:00Z,2015-11-01T23:00:00Z,seed_dataset,verified
READ-2015-W45-R-105,R-105,andi.wijaya@ampera.local,85.6400,41.7250,43.9150,2015-11-02T00:00:00Z,2015-11-08T23:00:00Z,2015-11-08T23:00:00Z,seed_dataset,verified
READ-2015-W46-R-105,R-105,andi.wijaya@ampera.local,133.2400,85.6400,47.6000,2015-11-09T00:00:00Z,2015-11-15T23:00:00Z,2015-11-15T23:00:00Z,seed_dataset,verified
READ-2015-W47-R-105,R-105,andi.wijaya@ampera.local,174.5650,133.2400,41.3250,2015-11-16T00:00:00Z,2015-11-22T23:00:00Z,2015-11-22T23:00:00Z,seed_dataset,verified
READ-2015-W48-R-105,R-105,andi.wijaya@ampera.local,228.4600,174.5650,53.8950,2015-11-23T00:00:00Z,2015-11-29T23:00:00Z,2015-11-29T23:00:00Z,seed_dataset,verified
READ-2015-W49-R-105,R-105,andi.wijaya@ampera.local,289.9900,228.4600,61.5300,2015-11-30T00:00:00Z,2015-12-06T23:00:00Z,2015-12-06T23:00:00Z,seed_dataset,verified
READ-2015-W50-R-105,R-105,andi.wijaya@ampera.local,341.4000,289.9900,51.4100,2015-12-07T00:00:00Z,2015-12-13T23:00:00Z,2015-12-13T23:00:00Z,seed_dataset,verified
READ-2015-W51-R-105,R-105,andi.wijaya@ampera.local,398.4350,341.4000,57.0350,2015-12-14T00:00:00Z,2015-12-20T23:00:00Z,2015-12-20T23:00:00Z,seed_dataset,verified
READ-2015-W52-R-105,R-105,andi.wijaya@ampera.local,460.2050,398.4350,61.7700,2015-12-21T00:00:00Z,2015-12-27T23:00:00Z,2015-12-27T23:00:00Z,seed_dataset,verified
READ-2015-W53-R-105,R-105,andi.wijaya@ampera.local,540.0600,460.2050,79.8550,2015-12-28T00:00:00Z,2016-01-03T23:00:00Z,2016-01-03T23:00:00Z,seed_dataset,verified
READ-2016-W01-R-105,R-105,andi.wijaya@ampera.local,618.2130,540.0600,78.1530,2016-01-04T00:00:00Z,2016-01-10T23:00:00Z,2016-01-10T23:00:00Z,seed_dataset,verified
READ-2016-W02-R-105,R-105,andi.wijaya@ampera.local,685.6940,618.2130,67.4810,2016-01-11T00:00:00Z,2016-01-17T23:00:00Z,2016-01-17T23:00:00Z,seed_dataset,verified
READ-2016-W03-R-105,R-105,andi.wijaya@ampera.local,758.0640,685.6940,72.3700,2016-01-18T00:00:00Z,2016-01-24T23:00:00Z,2016-01-24T23:00:00Z,seed_dataset,verified
READ-2016-W04-R-105,R-105,andi.wijaya@ampera.local,830.4550,758.0640,72.3910,2016-01-25T00:00:00Z,2016-01-31T23:00:00Z,2016-01-31T23:00:00Z,seed_dataset,verified
READ-2016-W05-R-105,R-105,andi.wijaya@ampera.local,889.8740,830.4550,59.4190,2016-02-01T00:00:00Z,2016-02-07T23:00:00Z,2016-02-07T23:00:00Z,seed_dataset,verified
READ-2016-W06-R-105,R-105,andi.wijaya@ampera.local,953.8610,889.8740,63.9870,2016-02-08T00:00:00Z,2016-02-14T23:00:00Z,2016-02-14T23:00:00Z,seed_dataset,verified
READ-2016-W07-R-105,R-105,andi.wijaya@ampera.local,1016.7340,953.8610,62.8730,2016-02-15T00:00:00Z,2016-02-21T23:00:00Z,2016-02-21T23:00:00Z,seed_dataset,verified
READ-2016-W08-R-105,R-105,andi.wijaya@ampera.local,1080.0040,1016.7340,63.2700,2016-02-22T00:00:00Z,2016-02-28T23:00:00Z,2016-02-28T23:00:00Z,seed_dataset,verified
READ-2016-W09-R-105,R-105,andi.wijaya@ampera.local,1150.1360,1080.0040,70.1320,2016-02-29T00:00:00Z,2016-03-06T23:00:00Z,2016-03-06T23:00:00Z,seed_dataset,verified
READ-2016-W10-R-105,R-105,andi.wijaya@ampera.local,1207.7370,1150.1360,57.6010,2016-03-07T00:00:00Z,2016-03-13T23:00:00Z,2016-03-13T23:00:00Z,seed_dataset,verified
READ-2016-W11-R-105,R-105,andi.wijaya@ampera.local,1265.3760,1207.7370,57.6390,2016-03-14T00:00:00Z,2016-03-20T23:00:00Z,2016-03-20T23:00:00Z,seed_dataset,verified
READ-2016-W12-R-105,R-105,andi.wijaya@ampera.local,1330.7840,1265.3760,65.4080,2016-03-21T00:00:00Z,2016-03-27T23:00:00Z,2016-03-27T23:00:00Z,seed_dataset,verified
READ-2016-W13-R-105,R-105,andi.wijaya@ampera.local,1373.1760,1330.7840,42.3920,2016-03-28T00:00:00Z,2016-04-03T23:00:00Z,2016-04-03T23:00:00Z,seed_dataset,verified
